,symbol,open,high,low,close,volume
2019-10-18 08:00:00,BTC/USDT,7920.69,7951.2,7915.0,7932.81,1029.2989960000002
2019-10-18 09:00:00,BTC/USDT,7930.93,7933.31,7884.01,7906.51,1371.1417369999995
2019-10-18 10:00:00,BTC/USDT,7906.5,7937.0,7906.5,7920.01,820.4147160000001
2019-10-18 11:00:00,BTC/USDT,7920.0,7952.25,7915.47,7924.43,911.7850270000001
2019-10-18 12:00:00,BTC/USDT,7924.61,7943.0,7905.0,7938.47,896.019147
2019-10-18 13:00:00,BTC/USDT,7938.42,7983.32,7926.42,7931.56,1360.6941090000005
2019-10-18 14:00:00,BTC/USDT,7931.58,7955.0,7924.99,7941.55,723.702287
2019-10-18 15:00:00,BTC/USDT,7941.55,7949.45,7915.02,7939.76,695.065413
2019-10-18 16:00:00,BTC/USDT,7939.76,7941.5,7923.83,7935.55,371.76204199999995
2019-10-18 17:00:00,BTC/USDT,7935.26,7978.0,7934.02,7956.9,1253.883488
2019-10-18 18:00:00,BTC/USDT,7956.44,7972.88,7940.01,7947.01,664.9075230000001
2019-10-18 19:00:00,BTC/USDT,7946.89,7952.32,7910.0,7923.81,1036.975347
2019-10-18 20:00:00,BTC/USDT,7923.78,7942.83,7910.0,7917.06,951.9364339999997
2019-10-18 21:00:00,BTC/USDT,7917.15,7929.87,7892.0,7917.28,992.000456
2019-10-18 22:00:00,BTC/USDT,7917.28,7957.99,7910.56,7938.23,847.5048550000001
2019-10-18 23:00:00,BTC/USDT,7939.56,7957.73,7931.41,7953.21,704.0912149999997
2019-10-19 00:00:00,BTC/USDT,7953.21,7956.94,7915.57,7934.47,659.6491910000001
2019-10-19 01:00:00,BTC/USDT,7935.26,7943.73,7913.16,7933.19,741.0147640000004
2019-10-19 02:00:00,BTC/USDT,7932.37,7943.15,7918.44,7928.7,716.2356039999995
2019-10-19 03:00:00,BTC/USDT,7929.81,7998.9,7928.23,7953.56,2046.1359240000002
2019-10-19 04:00:00,BTC/USDT,7953.35,7965.77,7939.0,7943.21,867.272579
2019-10-19 05:00:00,BTC/USDT,7942.01,7947.95,7920.0,7938.34,872.8828069999997
2019-10-19 06:00:00,BTC/USDT,7938.34,7949.99,7928.07,7943.34,650.36434
2019-10-19 07:00:00,BTC/USDT,7943.34,8098.1,7866.92,8039.22,3789.037512000001
2019-10-19 08:00:00,BTC/USDT,8039.23,8078.54,8003.11,8011.29,2567.8859820000007
2019-10-19 09:00:00,BTC/USDT,8012.87,8027.77,7993.64,8010.16,1023.0342230000003
2019-10-19 10:00:00,BTC/USDT,8010.16,8021.0,7975.66,7990.92,1019.4267730000001
2019-10-19 11:00:00,BTC/USDT,7993.26,7999.2,7937.69,7974.5,1499.4358009999994
2019-10-19 12:00:00,BTC/USDT,7972.63,7999.38,7962.03,7998.64,767.8676650000002
2019-10-19 13:00:00,BTC/USDT,7996.03,7999.34,7972.33,7976.16,676.8849819999999
2019-10-19 14:00:00,BTC/USDT,7975.77,7983.33,7958.13,7971.81,663.3142189999999
2019-10-19 15:00:00,BTC/USDT,7972.19,7978.52,7902.2,7940.81,1291.5983330000001
2019-10-19 16:00:00,BTC/USDT,7940.66,7960.0,7891.76,7944.55,1072.810254
2019-10-19 17:00:00,BTC/USDT,7945.63,7949.09,7920.8,7937.76,633.079178
2019-10-19 18:00:00,BTC/USDT,7937.78,7954.99,7926.17,7948.01,537.45095
2019-10-19 19:00:00,BTC/USDT,7949.87,7953.21,7891.16,7917.55,1333.0086980000005
2019-10-19 20:00:00,BTC/USDT,7917.55,7927.36,7881.0,7904.64,1186.8976220000004
2019-10-19 21:00:00,BTC/USDT,7904.67,7924.99,7870.0,7895.79,1383.4990550000002
2019-10-19 22:00:00,BTC/USDT,7895.79,7918.02,7889.98,7901.68,761.6505080000001
2019-10-19 23:00:00,BTC/USDT,7902.09,7934.96,7899.14,7917.99,689.9456400000001
2019-10-20 00:00:00,BTC/USDT,7917.81,7926.5,7902.1,7912.11,461.7142569999999
2019-10-20 01:00:00,BTC/USDT,7910.87,7940.47,7902.0,7928.05,504.71964599999995
2019-10-20 02:00:00,BTC/USDT,7928.05,7935.94,7900.22,7905.17,751.587636
2019-10-20 03:00:00,BTC/USDT,7907.14,7929.75,7883.0,7925.2,995.9335099999998
2019-10-20 04:00:00,BTC/USDT,7924.49,7985.0,7915.0,7944.93,1782.6992770000002
2019-10-20 05:00:00,BTC/USDT,7944.93,7961.0,7920.0,7929.7,905.5395010000001
2019-10-20 06:00:00,BTC/USDT,7929.95,7948.5,7925.85,7942.99,614.1436830000001
2019-10-20 07:00:00,BTC/USDT,7942.99,7990.0,7936.32,7950.06,1659.8578660000003
2019-10-20 08:00:00,BTC/USDT,7951.03,7978.0,7950.01,7957.34,958.9771120000001
2019-10-20 09:00:00,BTC/USDT,7957.23,8011.95,7951.95,8000.79,1972.8633010000005
2019-10-20 10:00:00,BTC/USDT,8001.1,8043.44,7982.31,8026.46,1881.276161
2019-10-20 11:00:00,BTC/USDT,8026.47,8077.0,8006.45,8066.33,2508.9807069999993
2019-10-20 12:00:00,BTC/USDT,8065.51,8172.73,8046.43,8139.77,3427.9127059999996
2019-10-20 13:00:00,BTC/USDT,8139.87,8174.88,8126.65,8132.34,1728.7744150000005
2019-10-20 14:00:00,BTC/USDT,8133.39,8239.0,8132.06,8235.0,2602.9506359999996
2019-10-20 15:00:00,BTC/USDT,8235.0,8297.0,8202.01,8213.73,3156.859036
2019-10-20 16:00:00,BTC/USDT,8213.73,8230.0,8180.89,8195.26,1279.970728
2019-10-20 17:00:00,BTC/USDT,8195.87,8229.0,8184.95,8199.14,894.4153699999999
2019-10-20 18:00:00,BTC/USDT,8199.12,8226.04,8165.36,8223.35,842.2755829999998
2019-10-20 19:00:00,BTC/USDT,8223.35,8235.0,8193.14,8199.23,1376.0941489999996
2019-10-20 20:00:00,BTC/USDT,8199.25,8223.48,8183.0,8215.03,875.832164
2019-10-20 21:00:00,BTC/USDT,8214.95,8251.41,8203.97,8239.67,1066.234008
2019-10-20 22:00:00,BTC/USDT,8239.67,8240.46,8205.89,8219.65,967.7568459999998
2019-10-20 23:00:00,BTC/USDT,8220.57,8231.24,8201.63,8215.14,801.7364299999999
2019-10-21 00:00:00,BTC/USDT,8215.85,8240.7,8206.32,8229.97,704.3411309999998
2019-10-21 01:00:00,BTC/USDT,8229.12,8249.18,8224.0,8231.91,993.0790920000001
2019-10-21 02:00:00,BTC/USDT,8231.88,8239.66,8206.13,8223.8,1075.5600880000002
2019-10-21 03:00:00,BTC/USDT,8223.11,8225.3,8195.0,8221.53,1116.167696
2019-10-21 04:00:00,BTC/USDT,8221.53,8223.66,8189.89,8200.73,1404.5190209999998
2019-10-21 05:00:00,BTC/USDT,8200.82,8286.28,8200.01,8272.64,1989.8542470000002
2019-10-21 06:00:00,BTC/USDT,8272.99,8286.06,8211.69,8235.0,2017.591246
2019-10-21 07:00:00,BTC/USDT,8234.89,8258.54,8226.68,8232.33,1130.4323140000001
2019-10-21 08:00:00,BTC/USDT,8232.04,8247.41,8219.87,8238.91,992.5126109999999
2019-10-21 09:00:00,BTC/USDT,8236.69,8269.97,8231.89,8265.17,1035.5905380000004
2019-10-21 10:00:00,BTC/USDT,8266.25,8333.0,8145.0,8191.25,5006.207984999997
2019-10-21 11:00:00,BTC/USDT,8191.24,8199.32,8142.03,8172.2,1954.6217740000004
2019-10-21 12:00:00,BTC/USDT,8172.2,8190.05,8168.63,8190.05,852.045602
2019-10-21 13:00:00,BTC/USDT,8190.04,8192.9,8147.85,8168.42,916.030632
2019-10-21 14:00:00,BTC/USDT,8168.67,8185.0,8153.65,8183.16,744.7188540000004
2019-10-21 15:00:00,BTC/USDT,8183.56,8198.0,8183.16,8189.61,810.006302
2019-10-21 16:00:00,BTC/USDT,8189.61,8229.88,8188.71,8205.48,1135.9433350000002
2019-10-21 17:00:00,BTC/USDT,8205.87,8216.22,8180.57,8180.76,622.181029
2019-10-21 18:00:00,BTC/USDT,8180.76,8214.12,8176.95,8197.27,859.6224450000002
2019-10-21 19:00:00,BTC/USDT,8197.28,8206.94,8161.31,8185.3,1311.9793339999999
2019-10-21 20:00:00,BTC/USDT,8185.29,8202.49,8159.96,8166.1,906.3383800000001
2019-10-21 21:00:00,BTC/USDT,8166.91,8198.11,8161.0,8181.71,1085.9245459999997
2019-10-21 22:00:00,BTC/USDT,8181.73,8208.45,8175.23,8201.54,955.2541919999999
2019-10-21 23:00:00,BTC/USDT,8202.09,8218.54,8189.12,8212.3,977.1631510000002
2019-10-22 00:00:00,BTC/USDT,8213.48,8218.55,8190.87,8208.09,769.4041210000001
2019-10-22 01:00:00,BTC/USDT,8208.97,8209.44,8187.49,8200.57,736.3093419999998
2019-10-22 02:00:00,BTC/USDT,8200.27,8226.57,8190.08,8208.6,1192.0223150000004
2019-10-22 03:00:00,BTC/USDT,8208.6,8256.33,8208.51,8248.83,1913.4739459999998
2019-10-22 04:00:00,BTC/USDT,8248.83,8270.89,8234.5,8269.49,1932.4914230000002
2019-10-22 05:00:00,BTC/USDT,8267.61,8278.5,8210.14,8241.47,2419.7277779999995
2019-10-22 06:00:00,BTC/USDT,8240.52,8278.97,8226.97,8276.16,1851.640237
2019-10-22 07:00:00,BTC/USDT,8276.17,8297.99,8224.84,8242.03,2064.4053590000003
2019-10-22 08:00:00,BTC/USDT,8241.38,8250.0,8195.0,8223.52,1424.2831660000002
2019-10-22 09:00:00,BTC/USDT,8222.98,8229.38,8189.99,8194.64,1428.776779
2019-10-22 10:00:00,BTC/USDT,8193.18,8214.97,8165.0,8210.31,1629.3429210000008
2019-10-22 11:00:00,BTC/USDT,8210.76,8223.24,8185.38,8198.36,1088.3418810000003
2019-10-22 12:00:00,BTC/USDT,8198.65,8209.83,8185.52,8203.62,707.8085910000001
2019-10-22 13:00:00,BTC/USDT,8203.44,8206.69,8175.17,8190.38,733.7602439999998
2019-10-22 14:00:00,BTC/USDT,8189.91,8194.39,8156.0,8167.91,1057.944375
2019-10-22 15:00:00,BTC/USDT,8167.91,8168.72,8055.0,8115.36,3493.4413710000017
2019-10-22 16:00:00,BTC/USDT,8116.12,8117.38,8090.0,8091.38,745.7374950000001
2019-10-22 17:00:00,BTC/USDT,8092.06,8108.01,8056.84,8074.97,1194.860324
2019-10-22 18:00:00,BTC/USDT,8074.88,8079.44,8000.0,8020.0,3031.397392
2019-10-22 19:00:00,BTC/USDT,8020.06,8044.99,8000.0,8029.13,1395.374201
2019-10-22 20:00:00,BTC/USDT,8029.0,8047.59,8024.16,8032.56,1010.9964840000001
2019-10-22 21:00:00,BTC/USDT,8032.56,8039.01,8011.11,8033.92,677.394998
2019-10-22 22:00:00,BTC/USDT,8033.03,8034.03,7930.0,7954.34,2429.363433
2019-10-22 23:00:00,BTC/USDT,7953.58,7975.01,7930.0,7969.06,1868.4422259999992
2019-10-23 00:00:00,BTC/USDT,7969.45,7971.84,7920.0,7953.8,1662.7705879999994
2019-10-23 01:00:00,BTC/USDT,7954.33,7980.24,7938.79,7969.0,1219.347762
2019-10-23 02:00:00,BTC/USDT,7969.01,7984.2,7945.76,7957.19,1112.545421
2019-10-23 03:00:00,BTC/USDT,7957.34,7994.1,7947.8,7976.15,1108.704819
2019-10-23 04:00:00,BTC/USDT,7976.57,7999.0,7972.55,7991.21,1219.893158
2019-10-23 05:00:00,BTC/USDT,7991.19,8011.96,7986.19,7996.15,1141.9632240000003
2019-10-23 06:00:00,BTC/USDT,7997.54,8006.71,7945.31,7963.57,1704.1269059999995
2019-10-23 07:00:00,BTC/USDT,7962.23,7963.98,7500.0,7550.59,11662.659310999998
2019-10-23 08:00:00,BTC/USDT,7553.37,7585.68,7400.0,7465.28,11605.020816999997
2019-10-23 09:00:00,BTC/USDT,7465.28,7499.89,7440.06,7467.92,4172.6156169999995
2019-10-23 10:00:00,BTC/USDT,7467.92,7480.0,7423.74,7425.95,2904.3516520000003
2019-10-23 11:00:00,BTC/USDT,7425.96,7499.5,7300.0,7471.53,5684.786236999999
2019-10-23 12:00:00,BTC/USDT,7470.8,7514.26,7460.45,7503.11,1832.4391179999998
2019-10-23 13:00:00,BTC/USDT,7503.11,7535.55,7487.31,7506.38,2078.7606559999995
2019-10-23 14:00:00,BTC/USDT,7506.37,7523.73,7480.05,7482.9,1565.0753349999998
2019-10-23 15:00:00,BTC/USDT,7482.9,7498.99,7460.01,7486.37,1338.773523
2019-10-23 16:00:00,BTC/USDT,7486.06,7497.79,7426.0,7431.57,1137.2633580000002
2019-10-23 17:00:00,BTC/USDT,7428.58,7472.72,7386.37,7416.89,1735.4812899999997
2019-10-23 18:00:00,BTC/USDT,7416.89,7476.02,7405.21,7466.62,1629.3069639999999
2019-10-23 19:00:00,BTC/USDT,7468.47,7497.96,7448.0,7459.72,1332.3453630000001
2019-10-23 20:00:00,BTC/USDT,7459.7,7477.99,7420.0,7440.25,1172.5021970000005
2019-10-23 21:00:00,BTC/USDT,7439.03,7443.73,7400.0,7424.27,1564.515702
2019-10-23 22:00:00,BTC/USDT,7424.33,7434.85,7400.0,7410.88,1378.8940330000003
2019-10-23 23:00:00,BTC/USDT,7410.94,7431.88,7397.13,7417.43,1620.7949440000002
2019-10-24 00:00:00,BTC/USDT,7416.57,7429.1,7407.49,7412.81,742.0962959999999
2019-10-24 01:00:00,BTC/USDT,7412.72,7414.38,7337.99,7360.14,2062.0855
2019-10-24 02:00:00,BTC/USDT,7360.15,7441.67,7357.18,7420.89,1850.9823589999999
2019-10-24 03:00:00,BTC/USDT,7420.36,7459.95,7389.2,7449.41,1543.9250980000002
2019-10-24 04:00:00,BTC/USDT,7450.53,7478.0,7435.23,7441.0,1694.1434200000008
2019-10-24 05:00:00,BTC/USDT,7441.0,7459.88,7427.5,7435.41,1435.9202420000004
2019-10-24 06:00:00,BTC/USDT,7435.39,7441.98,7413.0,7421.83,1521.9289099999996
2019-10-24 07:00:00,BTC/USDT,7421.09,7463.75,7420.06,7442.77,1202.7478639999997
2019-10-24 08:00:00,BTC/USDT,7441.05,7465.98,7434.09,7448.0,1438.9441040000004
2019-10-24 09:00:00,BTC/USDT,7448.01,7503.68,7446.88,7466.3,2321.063946000001
2019-10-24 10:00:00,BTC/USDT,7466.3,7469.75,7413.43,7436.82,2277.8611969999997
2019-10-24 11:00:00,BTC/USDT,7436.82,7463.01,7427.01,7454.97,1403.3974640000004
2019-10-24 12:00:00,BTC/USDT,7454.97,7457.97,7421.07,7434.82,992.2848319999999
2019-10-24 13:00:00,BTC/USDT,7434.21,7457.99,7431.02,7442.0,954.7786299999999
2019-10-24 14:00:00,BTC/USDT,7442.57,7479.0,7437.19,7471.3,1108.7011900000002
2019-10-24 15:00:00,BTC/USDT,7471.3,7471.96,7455.01,7457.86,100.10302200000001
