Created on 10-17-2019,https://www.CryptoDataDownload.com
date,symbol,open,high,low,close,volume_btc,volume
2017-12-27,BTCUSD,15790.88,16490,14524.37,15367.08,21861.4,339333880.04
2017-12-26,BTCUSD,14171.98,16148,14171.98,15790.88,20559.6,318500376.55
2017-12-25,BTCUSD,14221.94,14774,13500,14171.98,13602.12,192447600.8
2017-12-24,BTCUSD,15065.51,15109.27,13210,14221.94,22814.3,322577014.07
2017-12-23,BTCUSD,14210.57,16261,13750,15065.51,28360.96,427781719.57
2017-12-22,BTCUSD,15758.8,15974.95,10400,14210.57,90954.08,1237770940.71
2017-12-21,BTCUSD,16496.9,17364.57,15151,15758.8,25674.46,413174960.06
2017-12-20,BTCUSD,17838.73,17890,14301,16496.9,41730.03,696144937.83
2017-12-19,BTCUSD,19039,19099,16800,17838.73,29056.67,525375538.19
2017-12-18,BTCUSD,19378.99,19385,18200,19039,23595.21,443183201.65
2017-12-17,BTCUSD,19650,19891.99,19010,19378.99,19314.07,375805534.04
2017-12-16,BTCUSD,17738.67,19797,17630,19650,22172.19,415834390.13
2017-12-15,BTCUSD,16749.79,17899,16745,17738.67,25934.43,454043438.51
2017-12-14,BTCUSD,16689.61,17199.6,16256,16749.79,15611.48,261600088.22
2017-12-13,BTCUSD,17730.12,17900,15700,16689.61,28665.95,487487397.73
2017-12-12,BTCUSD,16885.75,18149.99,16375,17730.12,33282.64,573609404.06
2017-12-11,BTCUSD,15290.01,17493,15200,16885.75,35856.43,598018866.73
2017-12-10,BTCUSD,15309.98,16300,13501,15290.01,45612.48,676688697.75
2017-12-09,BTCUSD,16367.03,16499,13550,15309.98,37067.06,565865072.67
2017-12-08,BTCUSD,17390.01,17777.69,13788.99,16367.03,62052.71,1002053973.52
2017-12-07,BTCUSD,14090,19650.65,13500,17390.01,72755.19,1153995083.49
2017-12-06,BTCUSD,11718.35,14419.4,11717.5,14090,46838.72,605232973.86
2017-12-05,BTCUSD,11643.98,11875,11532,11718.35,17078.85,200348470.77
2017-12-04,BTCUSD,11290,11650,10950,11643.98,19613.4,223403467.06
2017-12-03,BTCUSD,10930.23,11891,10601,11290,29475.97,333644621.61
2017-12-02,BTCUSD,10869.84,11100,10701,10930.23,19398.54,212318715.61
2017-12-01,BTCUSD,9903,10937,9517,10869.84,32322.41,332593136.87
2017-11-30,BTCUSD,9935.98,10850,9135.6,9903,39839.39,396077980.48
2017-11-29,BTCUSD,9949,11485,8650,9935.98,62321.44,648689040.19
2017-11-28,BTCUSD,9768.71,9989.95,9705.99,9949,18593.31,183935168.26
2017-11-27,BTCUSD,9401.11,9795,9401,9768.71,24658.82,237996816.54
2017-11-26,BTCUSD,8795.5,9596,8795.5,9401.11,27570.05,253848242.79
2017-11-25,BTCUSD,8215.01,8795.5,8203.98,8795.5,16269.41,138667016.17
2017-11-24,BTCUSD,8031.16,8324,7900,8215.01,14058.33,115074384.4
2017-11-23,BTCUSD,8250,8274.98,8031.16,8031.16,11596.65,94874627.95
2017-11-22,BTCUSD,8109,8298.98,8103.13,8250,13440.42,110166489.05
2017-11-21,BTCUSD,8256.01,8375,7802.99,8109,29873.68,242616556.48
2017-11-20,BTCUSD,8031.82,8293.25,7969,8256.01,15462.22,126338474.9
2017-11-19,BTCUSD,7777.01,8098.62,7700,8031.82,14101.48,111726750.88
2017-11-18,BTCUSD,7714.71,7847.98,7502,7777.01,14577.26,112015874.75
2017-11-17,BTCUSD,7838.53,7988.5,7536,7714.71,23476.28,183649395.23
2017-11-16,BTCUSD,7294,7985.37,7130,7838.53,28093.1,212619502.38
2017-11-15,BTCUSD,6605,7349,6605,7294,27181.18,192021838.28
2017-11-14,BTCUSD,6535.87,6748,6465.41,6605,19194.55,126676994.16
2017-11-13,BTCUSD,5886.35,6841.45,5850,6535.87,35180.6,224769386.91
2017-11-12,BTCUSD,6346.7,6486,5511.11,5886.35,49705.69,299128196.06
2017-11-11,BTCUSD,6577.63,6894.99,6201.01,6346.7,25106.49,162556894.33
2017-11-10,BTCUSD,7156,7350,6426,6577.63,31858.14,216751466.5
2017-11-09,BTCUSD,7467.96,7470.01,7079,7156,17655.54,127736036.61
2017-11-08,BTCUSD,7126.63,7898,7031.66,7467.96,36774.83,272833126.47
2017-11-07,BTCUSD,6969.76,7232.84,6968.49,7126.63,14304.0,101527447.25
2017-11-06,BTCUSD,7392,7432.49,6900.73,6969.76,22562.22,161595096.68
2017-11-05,BTCUSD,7412.55,7630,7311.98,7392,15549.4,116482461.32
2017-11-04,BTCUSD,7170.01,7498,7011.1,7412.55,13482.54,98432731.02
2017-11-03,BTCUSD,7039.99,7449.99,6955.89,7170.01,23544.34,170481510.93
2017-11-02,BTCUSD,6783.69,7445,6759,7039.99,34494.67,241375563.83
2017-11-01,BTCUSD,6445.01,6783.69,6365.54,6783.69,20253.34,132837509.99
2017-10-31,BTCUSD,6124.16,6472.13,6099,6445.01,14184.69,89649009.44
2017-10-30,BTCUSD,6140.01,6200,6028,6124.16,8166.08,49920203.12
2017-10-29,BTCUSD,5752.01,6296,5728,6140.01,11846.4,71475582.64
2017-10-28,BTCUSD,5780,5894,5715,5752.01,5410.22,31239917.57
2017-10-27,BTCUSD,5891.61,5998,5708.8,5780,9127.48,53073484.78
2017-10-26,BTCUSD,5739.97,5985,5701,5891.61,11321.8,66281380.98
2017-10-25,BTCUSD,5525.43,5765,5376.71,5739.97,13672.23,75802977.78
2017-10-24,BTCUSD,5905.99,5906,5462.19,5525.43,17736.3,100232416.48
2017-10-23,BTCUSD,6005.05,6057.02,5650.98,5905.99,16263.88,95104164.3
2017-10-22,BTCUSD,6024.86,6082.3,5755.95,6005.05,10547.92,62384194.78
2017-10-21,BTCUSD,5989.1,6189.1,5868.26,6024.86,14273.15,86639153.42
2017-10-20,BTCUSD,5704.01,6063.99,5630,5989.1,16368.68,96636800.15
2017-10-19,BTCUSD,5574.44,5750,5529.44,5704.01,8748.55,49504221.95
2017-10-18,BTCUSD,5594,5600,5102,5574.44,17239.89,92801408.26
2017-10-17,BTCUSD,5754.9,5769.99,5525,5594,8715.92,48994082.43
2017-10-16,BTCUSD,5693.7,5785.3,5575.55,5754.9,8780.96,49971113.41
2017-10-15,BTCUSD,5819.13,5849.83,5455.5,5693.7,11691.8,65724633.19
2017-10-14,BTCUSD,5624.8,5839.8,5567.86,5819.13,8956.46,50956948.44
2017-10-13,BTCUSD,5440,5867,5390,5624.8,25811.46,145056663.39
2017-10-12,BTCUSD,4814.99,5440.92,4809.59,5440,19732.58,101825758.3
2017-10-11,BTCUSD,4750,4869.97,4720.21,4814.99,7206.03,34575558.1
2017-10-10,BTCUSD,4769.55,4925.65,4701.53,4750,13478.05,65048670.87
2017-10-09,BTCUSD,4603.49,4875.39,4561,4769.55,13964.95,65839640.33
2017-10-08,BTCUSD,4425,4612,4420.01,4603.49,7061.5,31973796.86
2017-10-07,BTCUSD,4362.99,4449.42,4320,4425,4030.37,17603265.19
2017-10-06,BTCUSD,4320.04,4407,4299.99,4362.99,6378.97,27830618.39
2017-10-05,BTCUSD,4214.84,4364.59,4150.01,4320.04,6376.05,27248452.17
2017-10-04,BTCUSD,4307.99,4344,4179.99,4214.84,6228.33,26429993.54
2017-10-03,BTCUSD,4392.71,4419.95,4242,4307.99,10224.79,44098557.39
2017-10-02,BTCUSD,4394.81,4470,4354.99,4392.71,8419.64,37066029.74
2017-10-01,BTCUSD,4339,4396.99,4256.92,4394.81,5295.5,22874518.07
2017-09-30,BTCUSD,4156.99,4356.28,4143.52,4339,6098.67,26085227.99
2017-09-29,BTCUSD,4189.42,4212.99,4015.17,4156.99,10171.48,42040804.57
2017-09-28,BTCUSD,4200,4269.95,4122,4189.42,7742.77,32430082.81
2017-09-27,BTCUSD,3885.09,4228.39,3880.36,4200,11758.34,48054132.22
2017-09-26,BTCUSD,3919.78,3960,3854.29,3885.09,5852.48,22927669.2
2017-09-25,BTCUSD,3669.01,3969.37,3669.01,3919.78,9249.85,35709598.52
2017-09-24,BTCUSD,3787.33,3789.36,3630.01,3669.01,4616.12,17095428.57
2017-09-23,BTCUSD,3619.01,3818.89,3580,3787.33,6515.95,24320131.0
2017-09-22,BTCUSD,3617.47,3767.77,3509.79,3619.01,12552.38,45460297.6
2017-09-21,BTCUSD,3867.05,3903.57,3571,3617.47,14575.36,54517167.59
2017-09-20,BTCUSD,3910.11,4044,3850.01,3867.05,9809.81,38646206.72
2017-09-19,BTCUSD,4100,4125.22,3850.44,3910.11,13483.26,53496013.6
2017-09-18,BTCUSD,3719.97,4130,3717.56,4100,16833.07,66838572.8
2017-09-17,BTCUSD,3726.51,3841,3475.64,3719.97,11592.24,42611788.18
2017-09-16,BTCUSD,3740.02,4042.98,3600,3726.51,18529.74,70081802.46
2017-09-15,BTCUSD,3250.4,3894.48,2975.01,3740.02,53365.89,183946441.48
2017-09-14,BTCUSD,3855.32,3923,3230.05,3250.4,35375.4,123900624.45
2017-09-13,BTCUSD,4164.52,4174.53,3726,3855.32,22314.17,87409345.37
2017-09-12,BTCUSD,4210.72,4375.37,4080,4164.52,12054.71,50887307.29
2017-09-11,BTCUSD,4251.36,4365,4111.14,4210.72,9037.83,38136891.11
2017-09-10,BTCUSD,4334.36,4349.99,4139,4251.36,10061.08,42674155.25
2017-09-09,BTCUSD,4350,4449.95,4180,4334.36,9821.45,42367541.74
2017-09-08,BTCUSD,4624.18,4679.99,4140,4350,21495.34,94143247.81
2017-09-07,BTCUSD,4616.18,4665.44,4475.01,4624.18,8402.48,38540786.36
2017-09-06,BTCUSD,4432.51,4692,4431,4616.18,15975.31,73082808.58
2017-09-05,BTCUSD,4498.25,4514.95,4242.38,4432.51,17081.16,74966475.18
2017-09-04,BTCUSD,4626.05,4628.05,4234.16,4498.25,20043.59,88935958.01
2017-09-03,BTCUSD,4649.99,4749.99,4524,4626.05,11393.09,52773397.7
2017-09-02,BTCUSD,4947.99,4980,4500,4649.99,19262.07,90656456.73
2017-09-01,BTCUSD,4743.94,4948,4706,4947.99,16664.55,80444245.2
2017-08-31,BTCUSD,4581.98,4769.03,4580.85,4743.94,13483.89,63272065.04
2017-08-30,BTCUSD,4599,4635.21,4500.55,4581.98,10230.63,46857100.68
2017-08-29,BTCUSD,4384.99,4656.83,4350,4599,14176.56,64010131.84
2017-08-28,BTCUSD,4340.11,4396,4200,4384.99,10067.66,43421851.0
2017-08-27,BTCUSD,4344.32,4392,4309.87,4340.11,7031.84,30574019.21
2017-08-26,BTCUSD,4360,4374.39,4260.01,4344.32,6123.33,26425712.62
2017-08-25,BTCUSD,4312.03,4453.9,4284.01,4360,10907.41,47600097.2
2017-08-24,BTCUSD,4143.49,4349.99,4112.76,4312.03,10245.72,43193513.87
2017-08-23,BTCUSD,4092,4247.88,4058.26,4143.49,11731.12,48707099.36
2017-08-22,BTCUSD,4002,4145,3583.46,4092,21882.51,85428060.35
2017-08-21,BTCUSD,4050.99,4089.99,3950.88,4002,12407.92,49900089.01
2017-08-20,BTCUSD,4157.41,4190.21,4044.52,4050.99,8316.8,34143680.64
2017-08-19,BTCUSD,4101.72,4186.1,4000,4157.41,10488.38,42963832.35
2017-08-18,BTCUSD,4280.01,4350,3960.47,4101.72,20732.84,86401459.78
2017-08-17,BTCUSD,4370.01,4469,4180,4280.01,19967.11,86539866.92
2017-08-16,BTCUSD,4159.93,4385.5,3928.82,4370.01,17943.01,75240963.38
2017-08-15,BTCUSD,4320.6,4434.42,3807.14,4159.93,31972.64,132096996.58
2017-08-14,BTCUSD,4060.47,4328,3985.01,4320.6,20028.5,84385621.47
2017-08-13,BTCUSD,3874,4200,3850,4060.47,23497.53,94772860.99
2017-08-12,BTCUSD,3656.15,3974,3622.87,3874,18959.75,72179345.3
2017-08-11,BTCUSD,3444.98,3725,3416.86,3656.15,15282.54,54274972.61
2017-08-10,BTCUSD,3342.8,3448,3317,3444.98,9346.69,31823585.61
2017-08-09,BTCUSD,3422.43,3428.29,3232.62,3342.8,13069.77,43622279.67
2017-08-08,BTCUSD,3398.23,3489,3349.91,3422.43,15999.81,54708051.43
2017-08-07,BTCUSD,3222.22,3416,3190,3398.23,11321.74,37825761.3
2017-08-06,BTCUSD,3243.49,3278.42,3150,3222.22,8658.64,27905582.23
2017-08-05,BTCUSD,2857.34,3335,2857.34,3243.49,21555.81,67805790.23
2017-08-04,BTCUSD,2787.02,2877.79,2760,2857.34,7713.12,21820111.66
2017-08-03,BTCUSD,2699.9,2799,2699.89,2787.02,7425.48,20432558.19
2017-08-02,BTCUSD,2732.59,2758.06,2650,2699.9,8419.36,22806893.27
2017-08-01,BTCUSD,2856.88,2925,2676.01,2732.59,9748.05,27274075.44
2017-07-31,BTCUSD,2723.99,2900,2700,2856.88,11457.38,31934105.54
2017-07-30,BTCUSD,2700.21,2739.98,2500,2723.99,8285.65,22141218.83
2017-07-29,BTCUSD,2786.07,2790.99,2656,2700.21,9852.05,26753602.75
2017-07-28,BTCUSD,2664.99,2825.11,2655.55,2786.07,17160.15,47117225.57
2017-07-27,BTCUSD,2525.99,2686.2,2514.1,2664.99,10034.0,25896207.58
2017-07-26,BTCUSD,2564,2614,2403,2525.99,13004.94,32450797.28
2017-07-25,BTCUSD,2762.26,2782.44,2449.69,2564,19184.97,49786278.09
2017-07-24,BTCUSD,2754.28,2799.2,2726.8,2762.26,8089.48,22315494.58
2017-07-23,BTCUSD,2825.27,2848,2691,2754.28,10163.6,28206056.21
2017-07-22,BTCUSD,2657.45,2869.88,2646.95,2825.27,12218.23,34047336.05
2017-07-21,BTCUSD,2873.48,2880,2608.27,2657.45,23000.12,62655741.6
2017-07-20,BTCUSD,2258.99,2957,2258.99,2873.48,36426.12,95224924.02
2017-07-19,BTCUSD,2308.15,2396,2216,2258.99,18554.91,42636571.09
2017-07-18,BTCUSD,2235.19,2393.43,2134.37,2308.15,23757.42,54347412.3
2017-07-17,BTCUSD,1910.86,2238.07,1909.58,2235.19,21417.42,44389209.76
2017-07-16,BTCUSD,1964.31,2043.94,1758.2,1910.86,21724.33,41505690.82
2017-07-15,BTCUSD,2217.24,2224.82,1964.31,1964.31,16317.36,33774963.1
2017-07-14,BTCUSD,2340,2349.28,2150,2217.24,13545.78,30485817.5
2017-07-13,BTCUSD,2383.42,2416.79,2308.14,2340,9541.54,22504373.72
2017-07-12,BTCUSD,2310.01,2415,2250,2383.42,13833.16,32370449.29
2017-07-11,BTCUSD,2331.05,2410,2265,2310.01,15656.53,36742710.52
2017-07-10,BTCUSD,2508.99,2523,2250,2331.05,15546.11,37337372.05
2017-07-09,BTCUSD,2561.11,2579.84,2500,2508.99,5641.13,14378485.35
2017-07-08,BTCUSD,2501.15,2563.5,2471.22,2561.11,7863.7,19815908.98
2017-07-07,BTCUSD,2604.84,2607.61,2472,2501.15,11633.51,29556762.93
2017-07-06,BTCUSD,2616.96,2623.54,2580.69,2604.84,8196.24,21299383.82
2017-07-05,BTCUSD,2602,2630.24,2551.06,2616.96,10180.98,26311442.33
2017-07-04,BTCUSD,2542.41,2636.1,2542.18,2602,10674.88,27738629.19
2017-07-03,BTCUSD,2516.66,2584.78,2479.75,2542.41,10044.25,25374233.34
2017-07-02,BTCUSD,2423.63,2545,2385,2516.66,9074.98,22390734.2
2017-07-01,BTCUSD,2455.19,2515,2400,2423.63,8439.3,20673284.08
2017-06-30,BTCUSD,2530,2554.01,2446.2,2455.19,11858.83,29678375.81
2017-06-29,BTCUSD,2553.25,2591.98,2506.1,2530,9044.52,23136077.62
2017-06-28,BTCUSD,2575.75,2605,2457,2553.25,16231.45,41220616.65
2017-06-27,BTCUSD,2407.91,2575.75,2264,2575.75,22136.58,52984618.42
2017-06-26,BTCUSD,2505.61,2563.9,2258.34,2407.91,20235.14,48983191.55
2017-06-25,BTCUSD,2574.84,2625,2430.05,2505.61,13731.2,34777329.87
2017-06-24,BTCUSD,2690.76,2718.37,2503.05,2574.84,12805.31,33572509.88
2017-06-23,BTCUSD,2679.99,2743,2665,2690.76,9672.18,26159593.21
2017-06-22,BTCUSD,2643.35,2724.69,2598,2679.99,12169.41,32542456.3
2017-06-21,BTCUSD,2725.08,2781.59,2559.51,2643.35,17851.81,47907949.07
2017-06-20,BTCUSD,2596.98,2776.95,2585.42,2725.08,19187.68,51424936.93
2017-06-19,BTCUSD,2515.25,2597,2481.92,2596.98,13918.48,35543778.1
2017-06-18,BTCUSD,2634.94,2670,2455.01,2515.25,13824.24,35323480.3
2017-06-17,BTCUSD,2480.43,2679.24,2413.96,2634.94,17580.33,45110277.72
2017-06-16,BTCUSD,2409.98,2524.65,2287.84,2480.43,21883.35,53300334.08
2017-06-15,BTCUSD,2432.21,2525,2050,2409.98,41961.04,97366664.08
2017-06-14,BTCUSD,2709.01,2827,2330,2432.21,28214.96,73493488.11
2017-06-13,BTCUSD,2655.71,2798.99,2649.47,2709.01,19700.56,53405977.59
2017-06-12,BTCUSD,2998.98,2999.99,2463.89,2655.71,38782.22,106489469.25
2017-06-11,BTCUSD,2932.44,2998.99,2881,2998.98,16284.9,47812183.93
2017-06-10,BTCUSD,2811.39,2942.04,2801.25,2932.44,18725.26,53784803.71
2017-06-09,BTCUSD,2799.73,2861.58,2786.2,2811.39,11436.76,32328430.83
2017-06-08,BTCUSD,2685.64,2808.78,2611.41,2799.73,13441.89,36807139.13
2017-06-07,BTCUSD,2871.29,2885,2598.7,2685.64,19455.78,54064924.71
2017-06-06,BTCUSD,2698,2938.55,2674.69,2871.29,28585.64,80455860.83
2017-06-05,BTCUSD,2521.36,2698,2517.02,2698,13555.2,35379671.94
2017-06-04,BTCUSD,2548.05,2556.1,2469.98,2521.36,13818.9,34731078.54
2017-06-03,BTCUSD,2478.99,2599,2448,2548.05,13422.99,34057815.61
2017-06-02,BTCUSD,2419.99,2478.99,2379.44,2478.99,12886.75,31233024.17
2017-06-01,BTCUSD,2303.29,2488,2302,2419.99,21374.75,51298289.57
2017-05-31,BTCUSD,2191.58,2338.91,2173.8,2303.29,21703.01,48811158.76
2017-05-30,BTCUSD,2279.48,2336.88,2112.31,2191.58,20903.19,46888613.92
2017-05-29,BTCUSD,2232.78,2357.86,2141.12,2279.48,16913.03,38367350.68
2017-05-28,BTCUSD,2099.99,2342.99,2099.86,2232.78,18325.71,40767284.98
2017-05-27,BTCUSD,2272.7,2353.35,1913.19,2099.99,32405.36,68178918.74
2017-05-26,BTCUSD,2355,2683.18,2052.01,2272.7,31456.5,74423123.15
2017-05-25,BTCUSD,2432.97,2806,2226.86,2355,37154.19,95411628.24
2017-05-24,BTCUSD,2272.75,2474.69,2266.51,2432.97,24634.04,58438411.21
2017-05-23,BTCUSD,2123.29,2283,2100.86,2272.75,17597.47,39085146.43
2017-05-22,BTCUSD,2057,2298,1975,2123.29,29386.37,63623003.77
2017-05-21,BTCUSD,2058.91,2102.68,1988.6,2057,17754.97,36447719.59
2017-05-20,BTCUSD,1976.23,2059,1970.04,2058.91,13162.08,26442179.42
2017-05-19,BTCUSD,1899.16,1980,1890.73,1976.23,18952.5,36732672.84
2017-05-18,BTCUSD,1813.23,1900,1800,1899.16,11374.67,20955981.58
2017-05-17,BTCUSD,1777.48,1840,1745.05,1813.23,13798.13,24965845.0
2017-05-16,BTCUSD,1747.81,1777.76,1690.14,1777.48,11410.4,19877340.12
2017-05-15,BTCUSD,1799.99,1802.99,1702.42,1747.81,10184.06,17781390.83
2017-05-14,BTCUSD,1792.73,1829,1763.33,1799.99,6805.0,12233717.38
2017-05-13,BTCUSD,1695.61,1792.96,1610,1792.73,12343.39,21031366.67
2017-05-12,BTCUSD,1837.93,1838,1651.01,1695.61,16510.26,28920995.52
2017-05-11,BTCUSD,1794.99,1889,1770.95,1837.93,15706.28,28861459.58
2017-05-10,BTCUSD,1720.43,1799.99,1691.3,1794.99,13454.3,23678889.7
2017-05-09,BTCUSD,1713,1794.7,1630,1720.43,19681.55,33917096.94
2017-05-08,BTCUSD,1609.57,1713,1608,1713,15881.13,26118182.46
2017-05-07,BTCUSD,1585.39,1618.31,1563.87,1609.57,11731.35,18664960.32
2017-05-06,BTCUSD,1551.3,1598.89,1551.3,1585.39,9365.65,14823564.66
2017-05-05,BTCUSD,1563.39,1630,1535.11,1551.3,16885.42,26750302.07
2017-05-04,BTCUSD,1533,1665,1482.06,1563.39,26688.81,42002225.57
2017-05-03,BTCUSD,1471.99,1533,1453.68,1533,16309.77,24297378.54
2017-05-02,BTCUSD,1436.5,1492.93,1426.51,1471.99,11924.59,17430683.24
2017-05-01,BTCUSD,1384.55,1466.69,1370.98,1436.5,16970.38,24270726.42
2017-04-30,BTCUSD,1365.43,1394.51,1334.02,1384.55,10404.38,14123860.39
2017-04-29,BTCUSD,1353.34,1369.5,1335.64,1365.43,9662.11,13097071.21
2017-04-28,BTCUSD,1349.26,1381.01,1300.2,1353.34,13987.65,18738445.98
2017-04-27,BTCUSD,1298.44,1360,1295.39,1349.26,10484.74,13943766.53
2017-04-26,BTCUSD,1281.16,1320,1279.5,1298.44,9594.48,12468743.16
2017-04-25,BTCUSD,1257.29,1287,1256.16,1281.16,8116.55,10358852.83
2017-04-24,BTCUSD,1251.98,1261.16,1246.31,1257.29,5899.56,7392441.57
2017-04-23,BTCUSD,1247,1254,1236.2,1251.98,5020.57,6262999.38
2017-04-22,BTCUSD,1249.99,1253,1221.51,1247,6146.72,7652671.47
2017-04-21,BTCUSD,1236.15,1258.77,1236.15,1249.99,6666.81,8315576.66
2017-04-20,BTCUSD,1214.21,1240.6,1212.01,1236.15,7744.55,9501637.02
2017-04-19,BTCUSD,1201.94,1215.32,1191.09,1214.21,6271.07,7541444.0
2017-04-18,BTCUSD,1189.91,1206.65,1189.76,1201.94,6267.85,7513057.56
2017-04-17,BTCUSD,1177.99,1197.6,1170.85,1189.91,6546.71,7740345.7
2017-04-16,BTCUSD,1178.85,1189.93,1171.7,1177.99,3082.06,3641302.03
2017-04-15,BTCUSD,1173.74,1190.99,0.06,1178.85,3969.63,4656021.2
2017-04-14,BTCUSD,1177.05,1196.92,1170.14,1173.74,5666.05,6700478.0
2017-04-13,BTCUSD,1214.17,1219.49,1148.98,1177.05,9425.11,11144752.42
2017-04-12,BTCUSD,1223.99,1227.86,1209.61,1214.17,6491.4,7909230.94
2017-04-11,BTCUSD,1210,1234,1200,1223.99,5480.34,6672699.9
2017-04-10,BTCUSD,1210.97,1219.78,1201,1210,5640.01,6833607.77
2017-04-09,BTCUSD,1184.5,1221,1175.8,1210.97,5807.85,6968901.3
2017-04-08,BTCUSD,1194,1198,1170,1184.5,4413.74,5240032.49
2017-04-07,BTCUSD,1192.3,1203,1175.26,1194,6982.52,8325135.18
2017-04-06,BTCUSD,1132.99,1206.97,1132.98,1192.3,11217.35,13139193.22
2017-04-05,BTCUSD,1143.99,1144.99,1114.9,1132.99,8699.48,9834667.4
2017-04-04,BTCUSD,1152.6,1164.14,1124.98,1143.99,8956.84,10260007.65
2017-04-03,BTCUSD,1113.99,1168.72,1112.24,1152.6,12693.53,14518353.53
2017-04-02,BTCUSD,1092,1119,1080,1113.99,7881.93,8687910.02
2017-04-01,BTCUSD,1088.99,1110.95,1071.45,1092,6728.76,7333795.3
2017-03-31,BTCUSD,1042.08,1094.49,1038.11,1088.99,11267.16,12025956.85
2017-03-30,BTCUSD,1043.27,1052.94,1022,1042.08,8279.23,8605658.13
2017-03-29,BTCUSD,1045.4,1058.16,1005.77,1043.27,8674.7,8964891.79
2017-03-28,BTCUSD,1042.08,1069.39,1016.25,1045.4,9053.57,9443463.57
2017-03-27,BTCUSD,973.08,1045.9,961.1,1042.08,10224.27,10332075.31
2017-03-26,BTCUSD,963.72,1005,943.9,973.08,9477.98,9263551.31
2017-03-25,BTCUSD,934.87,973.99,890.05,963.72,16659.78,15482264.23
2017-03-24,BTCUSD,1025.14,1030.3,920.1,934.87,18942.25,18466267.82
2017-03-23,BTCUSD,1034.57,1057.41,1013,1025.14,7782.51,8051410.81
2017-03-22,BTCUSD,1114.42,1114.96,985.17,1034.57,14562.11,15191422.38
2017-03-21,BTCUSD,1044.96,1120,1042.68,1114.42,12220.65,13315860.87
2017-03-20,BTCUSD,1019.49,1051.97,1011,1044.96,8917.53,9236660.8
2017-03-19,BTCUSD,970,1062.92,961.59,1019.49,13459.28,13673904.2
2017-03-18,BTCUSD,1069.57,1096,919.44,970,23802.32,23864729.42
2017-03-17,BTCUSD,1175.11,1175.11,1065.74,1069.57,19180.33,21525410.36
2017-03-16,BTCUSD,1263,1277.27,1117.77,1175.11,16563.41,19993492.85
2017-03-15,BTCUSD,1247.42,1264.55,1240,1263,7231.55,9066015.71
2017-03-14,BTCUSD,1245.5,1262,1213.55,1247.42,7361.42,9181863.69
2017-03-13,BTCUSD,1235.58,1249,1206,1245.5,9305.89,11510707.74
2017-03-12,BTCUSD,1188.11,1244,1150,1235.58,6647.29,8046849.56
2017-03-11,BTCUSD,1109.01,1219,1107,1188.11,10245.5,11991828.62
2017-03-10,BTCUSD,1197.3,1360,956.85,1109.01,24876.28,29299755.83
2017-03-09,BTCUSD,1150.22,1214.95,1131.11,1197.3,8439.14,9971972.26
2017-03-08,BTCUSD,1237.36,1246,1128,1150.22,12878.03,15302820.79
2017-03-07,BTCUSD,1284.99,1288,1050,1237.36,10495.65,12996739.91
2017-03-06,BTCUSD,1278.98,1288,1268.78,1284.99,4750.05,6083879.09
2017-03-05,BTCUSD,1273.97,1278.99,1247.11,1278.98,3982.89,5047437.77
2017-03-04,BTCUSD,1292.86,1294.48,1226.41,1273.97,6365.75,8116484.94
2017-03-03,BTCUSD,1269.17,1294.99,1255.61,1292.86,8284.43,10584869.61
2017-03-02,BTCUSD,1230,1298.61,1220,1269.17,8889.98,11126835.43
2017-03-01,BTCUSD,1195.08,1230,1085.71,1230,8122.55,9871907.47
2017-02-28,BTCUSD,1195.81,1214.94,1179.64,1195.08,6719.3,8045113.07
2017-02-27,BTCUSD,1184.91,1198.99,1176,1195.81,5745.59,6840404.48
2017-02-26,BTCUSD,1158,1187.33,1130.88,1184.91,4446.08,5171217.77
2017-02-25,BTCUSD,1186.91,1189.49,1110,1158,5951.95,6897879.33
2017-02-24,BTCUSD,1186.9,1221.93,1103.32,1186.91,12632.88,14918263.8
2017-02-23,BTCUSD,1128.71,1197,1128.22,1186.9,7536.2,8722673.05
2017-02-22,BTCUSD,1128.29,1140,1104.9,1128.71,6034.25,6795717.0
2017-02-21,BTCUSD,1089.86,1132.95,1081.95,1128.29,7483.04,8280875.39
2017-02-20,BTCUSD,1059.88,1095,1051.36,1089.86,4430.97,4736133.26
2017-02-19,BTCUSD,1062.15,1067.78,1051.26,1059.88,3021.63,3196757.08
2017-02-18,BTCUSD,1057.3,1073.8,1055.6,1062.15,3934.58,4193929.1
2017-02-17,BTCUSD,1038.94,1064.6,1036.29,1057.3,6333.71,6667247.58
2017-02-16,BTCUSD,1014.53,1041.88,1013.02,1038.94,5993.8,6169767.63
2017-02-15,BTCUSD,1012.23,1016,1007.66,1014.53,4421.87,4477611.54
2017-02-14,BTCUSD,1002.56,1018.97,992.27,1012.23,5719.72,5765364.55
2017-02-13,BTCUSD,1010,1021.5,985.68,1002.56,4669.88,4682457.91
2017-02-12,BTCUSD,1018.43,1019.1,1008,1010,1314.42,1331571.04
2017-02-11,BTCUSD,1003.97,1023.89,995.49,1018.43,4377.32,4428942.37
2017-02-10,BTCUSD,985,1008,961,1003.97,7992.25,7864512.76
2017-02-09,BTCUSD,1059.14,1079,925,985,16261.21,16232978.41
2017-02-08,BTCUSD,1053.97,1069.95,1016.49,1059.14,6899.97,7253357.3
2017-02-07,BTCUSD,1024.39,1058.26,1020.82,1053.97,5566.34,5810502.77
2017-02-06,BTCUSD,1019.31,1027.7,1014.64,1024.39,4227.33,4321741.37
